BSA-ID;Baustelle;Kalendertyp;Schichtstart;Schichtende;Ressourcenkategorie-Typ;Qualifikationen
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Begleiter/in;Triebfahrzeugführende B100 / PP
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Polier/in;Sicherheitschef/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;29.04.2025 22:00;30.04.2025 07:00;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Lernende/r;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;29.04.2025 22:00;30.04.2025 06:30;Lernende/r;
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;29.04.2025 22:30;30.04.2025 06:30;Sicherheitswärter/in;Sicherheitschef/in WK,Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;29.04.2025 22:30;30.04.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Polier/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Vorarbeiter/in;Schalten und Erden WK,Sicherheitschef/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Arbeitsleiter/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in komplex;Sicherheitschef/in WK,Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;TFF;Aem 940
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Begleiter/in;Rangierbegleitende Ai40 / PP,Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in komplex;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Begleiter/in;Rangierbegleitende Ai40 / PP,Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;TFF;Aem 940
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;TFF;Am 841
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Begleiter/in;Triebfahrzeugführende B100 / PP
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Polier/in;Sicherheitschef/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Polier/in;Sicherheitschef/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Arbeitsleiter/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Lernende/r;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Lernende/r;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Lernende/r;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;30.04.2025 22:00;01.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;30.04.2025 22:00;01.05.2025 07:00;Gleismonteur/in;
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;30.04.2025 22:30;01.05.2025 06:30;Sicherheitswärter/in;Sicherheitschef/in WK,Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;30.04.2025 22:30;01.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Polier/in;Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Polier/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Vorarbeiter/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Gleismonteur/in;
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Arbeitsleiter/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;TFF;Aem 940
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Arbeitsleiter/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Polier/in;Sicherheitschef/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Begleiter/in;Triebfahrzeugführende B100 / PP
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Begleiter/in;Rangierbegleitende Ai40 / PP,Sicherheitswärter/in WK
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in komplex;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in;
737092;Bern Ost-Kopf Stopfen;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Begleiter/in;Rangierbegleitende Ai40 / PP,Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;TFF;Aem 940
499107;FbE25_AESP_W_282;Nachtdienst;01.05.2025 22:00;02.05.2025 07:00;TFF;Am 841
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Gleismonteur/in komplex;Sicherheitschef/in WK,Sicherheitswärter/in WK
737125;MG-90192 BN_R3.F_Gl. 1-21 K;Nachtdienst;01.05.2025 22:00;02.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;01.05.2025 22:30;02.05.2025 06:30;Sicherheitswärter/in;Sicherheitschef/in WK,Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;01.05.2025 22:30;02.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Vorarbeiter/in;Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Vorarbeiter/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Polier/in;Schalten und Erden WK,Sicherheitschef/in WK
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Mitteldienst;02.05.2025 07:00;02.05.2025 15:00;Begleiter/in;Rangierbegleitende Ai / PP,XTm Bendini
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Polier/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Mitteldienst;02.05.2025 07:00;02.05.2025 16:00;Sicherheitswärter/in;Sicherheitschef/in WK,Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;02.05.2025 22:30;03.05.2025 06:30;Sicherheitswärter/in;Sicherheitschef/in WK,Sicherheitswärter/in WK
789297;Kw.18 HSS an den Weichen in Bern;Nachtdienst;02.05.2025 22:30;03.05.2025 06:30;Sicherheitswärter/in;Sicherheitswärter/in WK
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;Polier/in;Sicherheitschef/in WK
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;Gleismonteur/in;
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;TFF;Tm 234-4
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;Gleismonteur/in;
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;Gleismonteur/in;
798647;U-Fehler BNWM;Mitteldienst;03.05.2025 11:00;03.05.2025 19:00;Gleismonteur/in;
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Gleismonteur/in;
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Polier/in;Sicherheitschef/in WK
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Gleismonteur/in;
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Lernende/r;
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Gleismonteur/in;
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Kranführer/in;XTm Bendini
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;TFF;ETCS,Tm 234
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Begleiter/in;ETCS,Rangierbegleitende Ai / PP
790750;MG-114666 KU_AESP-WANZ_U3_Gl. 81-513 Cou;Nachtdienst;04.05.2025 21:00;05.05.2025 06:00;Gleismonteur/in;Schienentransporteinheit elektrisch
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Gleismonteur/in;
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Gleismonteur/in;
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Gleismonteur/in komplex;Sicherheitschef/in WK
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Sicherheitswärter/in;Sicherheitswärter/in WK
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Lernende/r;
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;TFF;Tm 234-4,Triebfahrzeugführende B100 / PP
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Gleismonteur/in;
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Gleismonteur/in;
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;TFF;Tm 234
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Sicherheitswärter/in;Sicherheitswärter/in WK
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Polier/in;Sicherheitschef/in WK
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Kranführer/in;Rangierbegleitende Ai / PP
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Lernende/r;
803435;MG-117670 KU_LY_Gl. 94 Prellbock richten;Mitteldienst;05.05.2025 07:00;05.05.2025 16:00;Gleismonteur/in;
791611;MG-114771 U3-Fehler_LGUT-ZOL_Gl.108;Mitteldienst;05.05.2025 07:00;05.05.2025 15:00;Sicherheitswärter/in;Sicherheitswärter/in WK
790952;Kw.19_Georadar;Nachtdienst;05.05.2025 21:00;06.05.2025 05:45;Sicherheitswärter/in;Sicherheitswärter/in WK
790952;Kw.19_Georadar;Nachtdienst;05.05.2025 21:00;06.05.2025 05:45;Gleismonteur/in;Sicherheitschef/in WK
790952;Kw.19_Georadar;Nachtdienst;05.05.2025 21:00;06.05.2025 05:45;Sicherheitswärter/in;Sicherheitswärter/in WK
790952;Kw.19_Georadar;Nachtdienst;05.05.2025 21:00;06.05.2025 05:45;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;TFF;Am 841,Kirow 100
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
763145;Stopfen Wankdorf - Aespli;Nachtdienst;05.05.2025 22:00;06.05.2025 06:00;Sicherheitswärter/in;Sicherheitswärter/in WK
763145;Stopfen Wankdorf - Aespli;Nachtdienst;05.05.2025 22:00;06.05.2025 06:00;Sicherheitschef/in;Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Begleiter/in;Rangierbegleitende Ai40 / PP
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Gleismonteur/in;
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Polier/in;Schalten und Erden WK,Sicherheitschef/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Lernende/r;
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Lernende/r;
763145;Stopfen Wankdorf - Aespli;Nachtdienst;05.05.2025 22:00;06.05.2025 06:00;Sicherheitswärter/in;Sicherheitswärter/in WK
499107;FbE25_AESP_W_282;Nachtdienst;05.05.2025 22:00;06.05.2025 07:00;Vorarbeiter/in;Schalten und Erden WK,Sicherheitschef/in WK
779014;MG-107265 UKL_AESP-SCHB_Gl.392;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Gleismonteur/in;
779014;MG-107265 UKL_AESP-SCHB_Gl.392;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Lernende/r;
779014;MG-107265 UKL_AESP-SCHB_Gl.392;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Gleismonteur/in;Sicherheitschef/in WK
779014;MG-107265 UKL_AESP-SCHB_Gl.392;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Gleismonteur/in;
762430;Arbeitsstellenkoordinator Q2 Sperrwochenende NBS Kw.21,22;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Sicherheitschef/in;Arbeitsstellenkoordinator,Sicherheitschef/in WK
779014;MG-107265 UKL_AESP-SCHB_Gl.392;Mitteldienst;06.05.2025 07:00;06.05.2025 12:00;Lernende/r;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Gleismonteur/in;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Sicherheitschef/in;Sicherheitschef/in WK
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Sicherheitswärter/in;Sicherheitswärter/in WK
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Gleismonteur/in;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Sicherheitswärter/in;Sicherheitswärter/in WK
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Gleismonteur/in;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Gleismonteur/in;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Gleismonteur/in;
608652;AS25: Wankdorf Süd-Ostermundigen, Entfl. Spurwechsel Löchligut Bern;Mitteldienst;06.05.2025 07:30;06.05.2025 15:30;Sicherheitswärter/in;Sicherheitswärter/in WK
